Type,Category,Series,Model Name,Description,Dimming,output power (sorting),output Power (W),Output Current,Output Current (A),Output Voltage (V),safety,water proof level,Datasheet,Terminal,BOM Cost$,MOQ 10K Pcs,"EXWorks$ 
MOQ 10k",MOQ 5k Pcs,EXWorks$ MOQ 5k,MOQ 2k Pcs,EXWorks$ MOQ 2k,MOQ 1k Pcs,EXWorks$ MOQ 1k,MOQ 500 Pcs,EXWorks$ MOQ 500,Sample Price 1-10 pcs,EXWorks Price for Order 100-299pcs,EXWorks Price for Order 300-499pcs,Sample Price 1-10 pcs,DAP Price for Order 100-299pcs,DAP Price for Order 300-499pcs,case material,dimension(mm),Status,Responsible,Product Line,Programmable Responsible,Carton Size(mm),Net Weight(kg),Gross Weight(kg),Units/ Carton,"Pallet Size
(mm)",Pallet Weight(kg),Cartons/Pallet,Total Weight/ pallet,Custom Order,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-400 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-54-H2(Z/B/E),"outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 13.33A,13.33,42-54,CE,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/21-ICE-400-Programmable-720.pdf,cable,55.00/57.21/57.21,10000, 86.33 ,5000, 87.22 ,2000, 89.00 ,1000, 93.45 ,500, 97.90 , 267.00 , 127.27 , 117.48 , 234.96 , 152.72 , 140.98 ,Aluminum,260*123*54,Sample Available in March 2020,pengfeimiao@fsp-powerland.com,ICPC,,,,,,,,,,131,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-600 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-54-H3(Z/B/E),"600Vac outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 11.1A,11.1,42-54,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/22-ICE-600-Programmable-600.pdf,cable,74.00/76.21/76.21,10000, 96.03 ,5000, 97.02 ,2000, 99.00 ,1000, 103.95 ,500, 108.90 , 297.00 , 141.57 , 130.68 , 261.36 , 169.88 , 156.82 ,Aluminum,265*123*54,Sample Available,baoxiangsun@fap-powerland.com,FPS,,,,,,,,,,133,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-600 Programmable Series
600W All-in-One Dimmable Outdoor LED Drivers",PLD600-SMT-48-H3(Z/B/E),"600Vac outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",600,600,up to 12.5A,12.5,36-48,"UL,cUL",IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/22-ICE-600-Programmable-600.pdf,cable,74.00/76.21/76.21,10000, 96.03 ,5000, 97.02 ,2000, 99.00 ,1000, 103.95 ,500, 108.90 , 297.00 , 141.57 , 130.68 , 261.36 , 169.88 , 156.82 ,Aluminum,265*123*54,Sample Available,baoxiangsun@fap-powerland.com,FPS,,,,,,,,,,134,,
,,,,"600Vac outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-600 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-54-H3(Z/B/E),"600Vac outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 13.3A,13.3,42-54,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/23-ICE-600-Programmable-720.pdf,cable,86.00/88.21/88.21,10000, 102.82 ,5000, 103.88 ,2000, 106.00 ,1000, 111.30 ,500, 116.60 , 318.00 , 151.58 , 139.92 , 279.84 , 181.90 , 167.90 ,Aluminum,280*123*54,Sample Available,baoxiangsun@fap-powerland.com,FPS,,,,,,,,,,136,,
Outdoor,LED Drivers > High Power LED Drivers,"ICE-600 Programmable Series
720W All-in-One Dimmable Outdoor LED Drivers",PLD720-SMT-48-H3(Z/B/E),"600Vac outdoor Constant Current，programmable, ","0-10V,PWM,Resistor,Clock",720,720,up to 14.9A,14.9,36-48,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/23-ICE-600-Programmable-720.pdf,cable,86.00/88.21/88.21,10000, 102.82 ,5000, 103.88 ,2000, 106.00 ,1000, 111.30 ,500, 116.60 , 318.00 , 151.58 , 139.92 , 279.84 , 181.90 , 167.90 ,Aluminum,280*123*54,Sample Available,baoxiangsun@fap-powerland.com,FPS,,,,,,,,,,137,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,
Indoor,LED Drivers > Low Power LED Drivers,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",PLD075-1TAF2A-40,Indoor Constant Voltage,0-10V,75,75,1.8A,1.8,20-40,UL class 2,IP54,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,wire,5.29,10000, 8.16 ,5000, 8.24 ,2000, 8.41 ,1000, 8.83 ,500, 9.25 , 25.22 , 12.02 , 11.10 , 22.20 , 14.43 , 13.32 ,Metal,213.5*43*30,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,139,,
Indoor,LED Drivers > Low Power LED Drivers,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",PLD080-1TAF2A-24,Indoor Constant Voltage,0-10V,80,80,3.33A,3.33,12-24,UL class 2,IP54,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,wire,6.18,10000, 8.62 ,5000, 8.70 ,2000, 8.88 ,1000, 9.33 ,500, 9.77 , 26.65 , 12.70 , 11.72 , 23.45 , 15.24 , 14.07 ,Metal,213.5*43*30,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,140,,
Indoor,LED Drivers > Low Power LED Drivers,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",PLD080-1TAF2A-40,Indoor Constant Voltage,0-10V,80,80,2.0A,2,20-40,UL class 2,IP54,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,wire,6.18,10000, 8.62 ,5000, 8.70 ,2000, 8.88 ,1000, 9.33 ,500, 9.77 , 26.65 , 12.70 , 11.72 , 23.45 , 15.24 , 14.07 ,Metal,213.5*43*30,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,141,,
Indoor,LED Drivers > Low Power LED Drivers,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",PLD080-1TAF2A-57,Indoor Constant Voltage,0-10V,80,80,1.4A,1.4,28-57,UL,IP54,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,wire,6.18,10000, 8.62 ,5000, 8.70 ,2000, 8.88 ,1000, 9.33 ,500, 9.77 , 26.65 , 12.70 , 11.72 , 23.45 , 15.24 , 14.07 ,Metal,213.5*43*30,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,142,,
Indoor,LED Drivers > Low Power LED Drivers,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",PLD080-1TAF2A-76,Indoor Constant Voltage,0-10V,80,80,1.05A,1.05,38-76,UL ,IP54,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,wire,6.18,10000, 8.62 ,5000, 8.70 ,2000, 8.88 ,1000, 9.33 ,500, 9.77 , 26.65 , 12.70 , 11.72 , 23.45 , 15.24 , 14.07 ,Metal,213.5*43*30,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,143,,
Indoor,LED Drivers > Low Power LED Drivers,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",PLD080-1TAF2A-114,Indoor Constant Voltage,0-10V,80,80,0.7A,0.7,57-114,UL ,IP54,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,wire,6.18,10000, 8.62 ,5000, 8.70 ,2000, 8.88 ,1000, 9.33 ,500, 9.77 , 26.65 , 12.70 , 11.72 , 23.45 , 15.24 , 14.07 ,Metal,213.5*43*30,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,144,,
Indoor,LED Drivers > Low Power LED Drivers,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",PLD096-1TAF2A-24,Indoor Constant Voltage,0-10V,96,96,4A,4,12-24,UL class 2,IP54,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,wire,7.35,10000, 9.54 ,5000, 9.64 ,2000, 9.84 ,1000, 10.33 ,500, 10.82 , 29.51 , 14.07 , 12.99 , 25.97 , 16.88 , 15.58 ,Metal,213.5*43*30,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,145,,
Indoor,LED Drivers > Low Power LED Drivers,"0-10V Dimming LED Drivers
75~96W Series, Constant Voltage",PLD096-1TAF2A-40,Indoor Constant Voltage,0-10V,96,96,2.4A,2.4,20-40,UL class 2,IP64,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/04-10V-Dimming-75-96.pdf,wire,7.35,10000, 9.54 ,5000, 9.64 ,2000, 9.84 ,1000, 10.33 ,500, 10.82 , 29.51 , 14.07 , 12.99 , 25.97 , 16.88 , 15.58 ,Metal,213.5*43*30,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,146,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 120W Programmable Series, Constant Voltage",PLD120-SMR-24(Z/B/E),outdoor programmable Constant voltage,"0-10V,PWM,Rest,DMX (upon request) ultra-deep dimming",120,120,up to 5A,5,12-30,UL ,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.49,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 ,aluminum ,227*49*40.5,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,148,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 120W Programmable Series, Constant Voltage",PLD120-SMR-36(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,DMX (upon request) ultra-deep dimming",120,120,up to 3.3A,3.3,23-45,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.49,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 ,aluminum ,227*49*40.5,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,149,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 120W Programmable Series, Constant Voltage",PLD120-SMR-48(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,DMX (upon request) ultra-deep dimming",120,120,up to 2.5A,2.5,29-58.8,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.49,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 ,aluminum ,227*49*40.5,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,150,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 120W Programmable Series, Constant Voltage",PLD120-SMR-86(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,DMX (upon request) ultra-deep dimming",120,120,up to 1.68A,1.68,35-86,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.49,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 ,aluminum ,227*49*40.5,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,151,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 120W Programmable Series, Constant Voltage",PLD120-SMR-114(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,DMX (upon request) ultra-deep dimming",120,120,up to 1.26A,1.26,47-114,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.57,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 ,aluminum ,227*49*40.5,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,152,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 120W Programmable Series, Constant Voltage",PLD120-SMR-170(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,DMX (upon request) ultra-deep dimming",120,120,up to 0.84A,0.84,72-170,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/10-Programmable-120.pdf,cable,13.63,10000, 17.46 ,5000, 17.64 ,2000, 18.00 ,1000, 18.90 ,500, 19.80 , 54.00 , 25.74 , 23.76 , 47.52 , 30.89 , 28.51 ,aluminum ,227*49*40.5,Mass Production,xiaochencao@fsp-powerland.com,ALP,,,,,,,,,,153,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-24(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 7.5A,7.5,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,155,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-36(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 5A,5,24-36,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,156,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-42(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 4.3A,4.3,28-42,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,157,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-48(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 3.75A,3.75,32-48,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,158,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-58(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 2.6A,2.6,29-58,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,159,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-95(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 1.89A,1.89,47-95,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,160,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-142(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 1.26A,1.26,71-142,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,161,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-190(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 0.95A,0.95,95-190,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,162,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 150W Programmable Series, Constant Voltage",PLD150-SMT-285(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",150,150,up to 0.63A,0.63,142-285,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/11-Programmable-150.pdf,cable,22.06/24.26/24.26,10000, 22.31 ,5000, 22.54 ,2000, 23.00 ,1000, 24.15 ,500, 25.30 , 69.00 , 32.89 , 30.36 , 60.72 , 39.47 , 36.43 ,Aluminum,200*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,163,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",PLD200-SMT-24(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 ,Aluminum,230*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,165,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",PLD200-SMT-36(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 ,Aluminum,230*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,166,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",PLD200-SMT-48(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 ,Aluminum,230*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,167,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",PLD200-SMT-58(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 ,Aluminum,230*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,168,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",PLD200-SMT-95(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 ,Aluminum,230*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,169,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",PLD200-SMT-142(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 ,Aluminum,230*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,170,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",PLD200-SMT-190(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 ,Aluminum,230*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,171,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 200W Programmable Series, Constant Voltage",PLD200-SMT-285(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",200,200,up to 10A,10,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/12-Programmable-200.pdf,cable,26.47/28.68/28.68,10000, 27.16 ,5000, 27.44 ,2000, 28.00 ,1000, 29.40 ,500, 30.80 , 84.00 , 40.04 , 36.96 , 73.92 , 48.05 , 44.35 ,Aluminum,230*68*42.5,Mass Production,zhongqiyu@fsp-powerland.com,ALP,,,,,,,,,,172,,
,,,,,,,,,,,,,,,26.47/28.68/28.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 240W Programmable Series, Constant Voltage",PLD240-SMT-24(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",240,240,up to 12A,12,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000, 31.04 ,5000, 31.36 ,2000, 32.00 ,1000, 33.60 ,500, 35.20 , 96.00 , 45.76 , 42.24 , 84.48 , 54.91 , 50.69 ,Metal,230*68*42.5,Samples Availbale in 2-3 weeks,jianghuali@fsp-powerland.com,ALP,,,,,,,,,,174,,
Outdoor,LED Drivers > Mid Power LED Drivers,"All-in-One Dimming Outdoor LED Drivers 240W Programmable Series, Constant Voltage",PLD240-SMT-36(Z/B/E),outdoor programmable Constant Voltage,"0-10V,PWM,Rest,Clock,DMX (upon request) ultra-deep dimming",240,240,up to 12A,12,16-24,UL,IP67,http://g2p.7eb.myftpupload.com/wp-content/uploads/2019/12/13-Programmable-240.pdf,cable,29.41/31.62/31.62,10000, 31.04 ,5000, 31.36 ,2000, 32.00 ,1000, 33.60 ,500, 35.20 , 96.00 , 45.76 , 42.24 , 84.48 , 54.91 , 50.69 ,Metal,230*68*42.5,Samples Availbale in 2-3 weeks,jianghuali@fsp-powerland.com,ALP,,,,,,,,,,175,,
